,ServiceName,id,Edition,Creation,Publication,Administration,Latency,Compliance,Throughput,Reliability,Availability,Documentation,Successability,Service Name,WSDL Address,Response Time,Best Practices
699,CRM1812,6883,0,3,1,1,14.65,89,2.5,67,97,91,98,ERSWebCensusMapService,http://maps.ers.usda.gov/profiles/Web%20References/mapspreview/ERSWebCensusMapService.wsdl,1734.34,58
700,CRM1811,6882,4,1,3,0,10.33,100,6.6,73,99,11,100,FsouOffice2003Service,http://www.fsou.com/SPS/default.asmx?WSDL,602,84
701,CRM1810,6881,1,4,4,1,16.21,89,6.1,73,63,88,64,InboxServiceNoHeader,http://www.esendex.com/secure/messenger/soap/InboxServiceNoHeader.asmx?wsdl,350.71,80
702,CRM1809,6880,4,4,2,2,3,100,1.9,73,100,40,100,tfmService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/tfm.wsdl,504.6,84
703,CRM1808,6879,2,4,4,0,50,78,14.7,67,96,10,99,XYToPixelsService,http://www.viamichelin.com/ws/services/XYToPixels?wsdl,198,72
704,CRM1807,6878,0,2,4,3,120,78,3,60,84,38,84,FlickrComment,http://www.imadeitlast.com/Webservices/Flickr/CommentFeed/commandAPI.asmx?wsdl,996,69
705,CRM1806,6877,0,0,4,1,58.45,78,8.6,73,59,93,60,CasGroups,http://casjobs.sdss.org/CasJobs/CasGroups.asmx?wsdl,125.45,84
706,CRM1805,6876,2,3,4,4,4,89,22.3,83,83,9,84,EmptySA,http://mssoapinterop.org/asmx/WSDL/emptysa.wsdl,113,91
707,CRM1804,6875,2,3,2,1,0.5,78,3.2,73,89,89,96,USNG,http://gisdata.usgs.net/XMLWebServices/USNG.asmx?WSDL,117.5,84
708,CRM1803,6874,3,2,4,4,9.4,100,10.8,58,93,34,98,pepinfoService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepinfo.wsdl,411.4,75
709,CRM1802,6873,4,4,0,3,19,78,4.1,73,90,93,96,CasService,http://voservices.net/CasService/ws_v1_0/CasService.asmx?wsdl,1456.67,62
710,CRM1801,6872,3,3,0,0,4,78,5,73,89,3,96,AccelerationUnit,http://www.webservicex.net/ConvertAcceleration.asmx?WSDL,132,84
711,CRM1800,6871,1,3,4,4,25.67,78,12.5,73,63,12,63,wsaTestService,http://fisheye5.cenqua.com/viewrep/~raw;r=1.3/jax-wsa-sources/jaxwsa-ri/test/src/w3c/s12/etc/wsaTestService.wsdl,214.67,84
712,CRM1799,6870,4,0,4,1,33.8,100,1.3,67,95,10,98,patmatdbService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.patmatdb.derived?wsdl,234.8,82
713,CRM1798,6869,2,2,0,2,0.67,100,11.7,73,93,61,98,TMorse,http://web221.area-18.server-home.net/Morse.asmx?WSDL,158.67,84
714,CRM1797,6868,4,3,3,3,11.4,100,14.5,58,94,34,98,pepinfoService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepinfo.wsdl,233,75
715,CRM1796,6867,2,3,1,4,1,100,15,73,89,37,96,ValidationService,http://www.web-mojo.com/ssnvalidate.asmx?wsdl,81.5,84
716,CRM1795,6866,2,2,2,1,5.8,78,1.3,73,98,35,100,domainsweepService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/domainsweep.wsdl,219.8,84
717,CRM1794,6865,2,2,2,0,93.52,89,2.4,53,86,9,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_gene_finding.showorf?wsdl,297.17,66
718,CRM1793,6864,1,2,2,0,15.8,78,20.3,73,94,3,98,SendCustomForm,http://www.viphousesearch.com/Apps/WebService/SendCustomForm.asmx?WSDL,127.2,84
719,CRM1792,6863,0,0,3,4,132,100,21.8,73,95,12,98,FlightScheduleAggregatorService,http://www.pathfinder-xml.com/development/WSDL/FlightScheduleAggregatorService.wsdl,322,80
720,CRM1791,6862,2,0,0,2,256.07,89,7.3,60,90,4,97,Sisu,http://62.61.91.207/webservices/Sisu?WSDL,437.8,69
721,CRM1790,6861,3,4,1,0,10.4,100,13.9,73,98,39,100,sixpackService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/sixpack.wsdl,229.4,84
722,CRM1789,6860,0,2,2,3,1.4,89,4.7,73,99,6,100,PTTInfo,http://www.pttplc.com/pttinfo.asmx?wsdl,418.6,62
723,CRM1788,6859,4,0,4,4,20,100,20.3,80,94,4,98,SerClsRecolectaService,http://sis-d5.sermepa.es/iconos/wsdl/SerClsRecolecta1d0.wsdl,373,87
724,CRM1787,6858,2,0,3,3,12,100,9.8,73,90,37,96,consService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cons.wsdl,491.8,84
725,CRM1786,6857,0,2,2,0,48,100,0.9,67,95,5,98,megamergerService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_consensus.megamerger.derived?wsdl,269,82
726,CRM1785,6856,0,1,4,2,14.5,89,9.2,73,72,9,72,NPOsMedicalPaginalTranslationService,http://trans.nict.go.jp/axis/services/NPOsMedicalPaginalTranslationService?wsdl,258.5,75
727,CRM1784,6855,1,0,2,1,15,100,27.6,80,94,2,98,SerClsWSPasarelaPINPADService,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsPasarelaPINPADv1d0.wsdl,183,87
728,CRM1783,6854,1,1,2,4,27.5,78,3.2,73,95,35,98,wsDice,http://interlockingapplications.com/gs/wsDice.asmx?wsdl,139.5,80
729,CRM1782,6853,1,0,3,1,113.66,89,4.4,67,56,3,58,SharewareService,http://service.sharewarestarterkit.com/sharewareservice.asmx?wsdl,582.85,77
730,CRM1781,6852,0,4,3,1,16,100,24.2,80,92,42,97,RNetService_v1,http://sws-challenge.org/moon/services/RNetService?WSDL,323,65
731,CRM1780,6851,1,1,0,1,58,89,11.4,73,93,95,98,RateCalculatorService,http://www.27seconds.com/USPostalService/RateCalculator/RateCalculatorService.asmx?wsdl,183,62
732,CRM1779,6850,4,2,1,1,57.14,78,2.3,73,84,2,84,WSClustalWService,http://www.ebi.ac.uk/Tools/webservices/wsdl/WSClustalW.wsdl,1521.57,84
733,CRM1778,6849,3,4,2,1,23,89,9.7,73,83,2,84,showmyip_lookup,http://www.showmyip.com/soap/lookupserver.php?wsdl,165,75
734,CRM1777,6848,3,1,2,1,20.52,100,7.1,67,90,41,97,PersonalizationService,http://tms.kaurisystems.net/PersonalizationService_720/PersonalizationService.asmx?wsdl,256.43,82
735,CRM1776,6847,0,1,0,0,128.5,100,16.3,73,91,5,97,FlightScheduleService,http://www.pathfinder-xml.com/development/WSDL/FlightScheduleService.wsdl,329.5,80
736,CRM1775,6846,2,1,1,1,3.75,89,3.8,83,56,10,56,GeneidmapService,http://staff.vbi.vt.edu/pathport/services/wsdls/geneidmap.wsdl,1328.5,91
737,CRM1774,6845,2,2,2,2,1.34,89,3.7,73,90,92,97,NBPRates,http://waluty.k2.pl/ws/NBPRates.asmx?WSDL,227.17,62
738,CRM1773,6844,4,1,3,1,11.86,89,3.3,73,43,3,44,WDDataService,http://serwis.sgh.waw.pl/test/employeeservice.php?wsdl,284.57,75
739,CRM1772,6843,4,2,3,3,10,100,9.9,58,92,34,97,epestfindService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/epestfind.wsdl,472.6,75
740,CRM1771,6842,1,3,0,1,14,100,4.7,73,98,6,98,xfrx,http://www.eqeus.net/x.net/xfrx.asmx?wsdl,4232,84
741,CRM1770,6841,3,4,2,4,184,78,12.4,73,91,4,97,Quotes,http://www.bbits.co.uk/webservices/quotes.asmx?WSDL,473,84
742,CRM1769,6840,3,3,0,2,8.34,89,2.1,78,47,32,48,AOSIFWSService,http://www.aaiedu.hr/fws/fws.wsdl,347.67,91
743,CRM1768,6839,0,1,4,3,0.4,78,16.9,67,93,96,98,XigniteOFAC,http://www.xignite.com/xOFAC.asmx?wsdl,111.2,77
744,CRM1767,6838,1,1,0,4,23,100,3.7,73,88,88,96,BarCode,http://webservicex.net/genericbarcode.wsdl,214,84
745,CRM1766,6837,2,4,3,3,25,100,29.1,73,97,12,99,TextGraphic,http://authors.aspalliance.com/chrisg/tools/textgraphic.asmx?wsdl,90,84
746,CRM1765,6836,3,1,0,3,0.8,78,18.1,73,90,92,97,DOTSFraudProtection,http://ws2.serviceobjects.net/fp/FraudProtection.asmx?WSDL,108.8,80
747,CRM1764,6835,2,0,0,3,89.75,78,6.3,73,91,1,97,OHRwurmSearchService,http://ohrwurm.net/soap/search/OHRwurmSearch.wsdl,392.5,84
748,CRM1763,6834,3,3,3,3,1,78,11,78,89,65,89,CalcService,http://services.roesweb.nl/Calc.wsdl,192.25,89
749,CRM1762,6833,3,4,4,1,41,78,5.1,73,90,32,97,BarCode,http://www.webservicex.net/barcode.asmx?WSDL,2967,84
750,CRM1761,6832,2,0,2,0,3.67,100,9.4,73,91,11,97,interopDocSvc,http://www.whitemesa.net/wsdl/interopdoc.wsdl,213,80
751,CRM1760,6831,3,4,3,3,127.34,100,1.1,73,65,64,66,PlaceFinderSample,http://arcweb.esri.com/services/v2006/PlaceFinderSample.wsdl,448.67,80
752,CRM1759,6830,0,1,1,1,1.32,89,1.9,73,62,92,63,FileService,http://d-platform.com/filews/filews.asmx?wsdl,1134.14,80
753,CRM1758,6829,3,3,2,3,49.11,100,7,67,89,10,90,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-07-26/UK/AWSECommerceService.wsdl,243,77
754,CRM1757,6828,2,4,3,4,37.75,100,4.2,73,100,59,100,LandmarkService,http://terraservice.net/LandmarkService.asmx?WSDL,429.5,80
755,CRM1756,6827,0,1,1,3,94.86,89,4.3,67,16,87,16,Service2,http://rsdn.ru/ws/service2.asmx?wsdl,400.57,72
756,CRM1755,6826,0,0,3,0,11,100,12.7,73,93,41,98,needleService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/needle.wsdl,307.2,84
757,CRM1754,6825,4,3,2,2,2.2,67,1.6,73,69,63,69,ServicioNomenclator,http://www.geoservicios.com/V2.0/sn/sn.asmx?wsdl,285.3,84
758,CRM1753,6824,4,4,0,4,35.74,78,3,53,26,12,27,FileStoreService,http://software.astrogrid.org/schema/vo-space/FileStore/v0.1/FileStore.wsdl,192.47,66
759,CRM1752,6823,3,1,0,4,181.6,100,6.5,67,50,9,51,DisponibilitaOutsourcerService,http://xml.worldstartel.it:8080/ws/wsdl/DisponibilitaOutsourcerSoap.wsdl,361,77
760,CRM1751,6822,2,4,4,4,1,100,28.6,80,91,3,97,SerClsWSConsultaService,http://sas-d.sermepa.es/TPV_PC/wsdl/SerClsConsultasSOAPv2d0.wsdl,170,87
761,CRM1750,6821,1,1,1,2,46,78,10.8,83,83,3,84,SMSWS,http://smsinter.sina.com.cn/ws/smswebservice0101.wsdl,785,91
762,CRM1749,6820,4,1,2,4,25,78,3.3,67,90,1,97,ReverseGeocodingService,http://www.viamichelin.com/ws/services/ReverseGeocoding?wsdl,163,72
763,CRM1748,6819,2,0,0,4,7.57,78,13,73,99,95,100,Tiscali_x0020_Security_x0020_Services,http://webservices.tiscali.com/SecurityServices.asmx?wsdl,183.57,80
764,CRM1747,6818,0,4,2,3,51,100,10.3,73,97,93,99,HAPWSClass,http://lpis.csd.auth.gr/systems/HAP-WS.wsdl,266,84
765,CRM1746,6817,4,3,2,4,6.43,67,1.7,53,80,11,81,Interop,http://mssoapinterop.org/stk/InteropTyped.wsdl,118.64,76
766,CRM1745,6816,2,1,0,0,2,78,3.3,42,51,9,52,BuchungService,http://www.ibr.cs.tu-bs.de/users/fischer/ws-buch/beispiele/11/b2b.org/buchung.wsdl,97.4,62
767,CRM1744,6815,0,4,3,0,2,100,14.5,73,83,7,84,ExceptionCollectionService,http://www.exceptioncollection.com/ExceptionCollectionService.asmx?wsdl,53,84
768,CRM1743,6814,1,2,1,1,5.8,100,1,58,85,31,95,tmapService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/tmap.wsdl,257.8,75
769,CRM1742,6813,4,3,0,2,26,100,1.1,73,91,35,91,wossnameService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wossname.wsdl,609.4,84
770,CRM1741,6812,2,1,1,0,131.66,100,3.3,73,100,8,100,AirportDelayService,http://www.pathfinder-xml.com/development/WSDL/AirportDelayService.wsdl,420.33,80
771,CRM1740,6811,2,0,4,2,45,100,9.6,73,99,5,100,YourHost,http://www.esynaps.com/webservices/YourHostInfo.asmx?WSDL,242.67,80
772,CRM1739,6810,2,4,4,3,5.5,89,13.6,67,71,3,72,SplitsTreeImplementationService,http://bibiserv.techfak.uni-bielefeld.de/wsdl/SplitsTree.wsdl,185,72
773,CRM1738,6809,1,3,2,2,28,100,5.5,73,95,1,99,SMS,http://ws.acrosscommunications.com/SMS.asmx?WSDL,106,84
774,CRM1737,6808,1,4,4,0,13.19,78,7.7,67,57,61,58,erez3,http://images2.bonhams.com/erez3/erez?cmd=expand&vtl=soap/erez3.wsdl,144.88,82
775,CRM1736,6807,3,0,4,3,3,89,9.3,83,94,9,98,CalcAsyncService,http://www.opensoap.jp/package/samples/CalcAsync/CalcAsyncService.wsdl,276.5,91
776,CRM1735,6806,3,2,4,1,1.5,78,1.3,73,85,92,95,DOTSPhoneAppend,http://ws2.serviceobjects.net/pa/phoneappend.asmx?wsdl,98,80
777,CRM1734,6805,2,3,1,0,35.5,78,6.1,73,63,26,63,IPS,http://www.wopos.com/webservice/ips.asmx?wsdl,311.57,84
778,CRM1733,6804,4,1,0,1,16.52,100,3.5,42,16,88,17,SforceService,http://www.gokul.com/private/sforcepartner.wsdl,130.52,69
779,CRM1732,6803,1,3,2,3,0.88,89,1.9,67,71,38,71,SCADA_LM,http://www.multispeak.org/interface/30j/3_SCADA_LM.asmx?WSDL,38,77
780,CRM1731,6802,3,4,4,2,37,89,21.9,83,83,6,84,VersionService,http://link.caseport.de/axis/services/Version?wsdl,169,91
781,CRM1730,6801,0,2,0,4,3,100,22.3,73,98,9,99,RetHeaderService,http://www.whitemesa.net/r3/InteropTestheaders.wsdl,121,84
782,CRM1729,6800,0,1,2,3,5,89,11.9,73,71,6,72,MorphologicalAnalysis_frontendService,http://trans.nict.go.jp/axis/services/MorphologicalAnalysis?wsdl,242,75
783,CRM1728,6799,2,4,4,1,191.8,89,0.2,53,78,7,79,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.emast?wsdl,535,66
784,CRM1727,6798,3,1,4,2,2,78,2,73,100,95,100,DOTSGeoPinPoint,http://trial.serviceobjects.com/gpp/GeoPinpoint.asmx?WSDL,138.5,84
785,CRM1726,6797,1,2,3,2,76.78,78,4.9,67,55,87,56,BillingSystemCall,http://www.newcomer.de/WebServices/BillingSystem/Call/index.asmx?wsdl,352.4,77
786,CRM1725,6796,1,1,2,1,2.66,89,3.6,73,73,62,74,ServicioVisualizacion,http://www.geoservicios.com/V1.0/sv/sv.asmx?wsdl,191.83,84
787,CRM1724,6795,4,4,0,2,6,89,14.8,83,83,40,84,BlastDemo,http://xml.nig.ac.jp/wsdl/BlastDemo.wsdl,572,91
788,CRM1723,6794,4,2,3,2,3,89,7.1,83,56,2,56,PathwayService,http://pathport.vbi.vt.edu/services/wsdls/pathway.wsdl,536.25,91
789,CRM1722,6793,0,3,4,1,19.25,78,3.2,73,78,11,79,WebServices,http://www.garlen.net/WebServices.asmx?wsdl,136.25,84
790,CRM1721,6792,2,2,2,4,6,100,1.2,73,87,42,95,entretService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/entret.wsdl,221,84
791,CRM1720,6791,1,1,0,0,7.8,100,12.1,58,93,42,98,octanolService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/octanol.wsdl,311.8,75
792,CRM1719,6790,4,1,3,2,8.54,78,4.3,60,18,9,18,AmazonSearchService,http://soap-eu.amazon.com/schemas3/AmazonWebServices.wsdl,71.54,79
793,CRM1718,6789,0,1,0,2,108.52,78,4.3,60,13,40,13,XmlDemoService,http://ip.tm.uni-karlsruhe.de/demo/DemoService/Service.asmx?WSDL,257.45,74
794,CRM1717,6788,0,1,0,4,6.2,100,1.3,73,96,39,99,garnierService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/garnier.wsdl,220.6,84
795,CRM1716,6787,3,4,0,3,3,100,26.2,80,83,4,84,RSSValidator,http://feedvalidator.org/RSSValidator.wsdl,193,83
796,CRM1715,6786,1,2,2,4,25.8,78,2.2,42,52,1,52,InteropServiceBService,http://www.mssoapinterop.org/remoting/ServiceB.soap?wsdl,155,74
797,CRM1714,6785,2,2,1,0,34.8,89,7.2,78,61,10,61,MessageServerService,http://sharifibrahim.com/2005/networking/chat.wsdl,179.6,89
798,CRM1713,6784,4,3,2,1,38.33,67,1.9,80,89,8,96,PopulationWS,http://www.abundanttech.com/webservices/population/population.wsdl,144,83
799,CRM1712,6783,1,4,0,2,44.61,78,6.6,60,41,66,41,SimpleTest,http://mssoapinterop.org/asmx/simple.asmx?WSDL,159.29,69
800,CRM1711,6782,0,3,4,3,23.93,78,4,60,40,9,40,Lists,http://www.wssdemo.com/_vti_bin/lists.asmx?wsdl,300.54,54
801,CRM1710,6781,2,4,2,2,0.93,100,9.7,67,99,7,100,WSUser,http://www.upcplus.com/BackEnd/User/User.asmx?wsdl,299.36,77
802,CRM1709,6780,3,1,3,3,6.6,100,1.1,73,100,33,100,pepstatsService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepstats.wsdl,241.2,84
803,CRM1708,6779,2,2,4,1,20.5,89,8,83,56,12,56,GlimmermService,http://www.vbi.vt.edu/~pathport/services/wsdls/glimmerm.wsdl,75.25,91
804,CRM1707,6778,1,1,2,3,20.67,89,5.1,73,63,40,63,hellowsdl2,http://www.scottnichol.com/samples/hellowsdl2.php?wsdl,223.67,75
805,CRM1706,6777,3,1,1,0,237.25,89,1.1,67,57,85,59,PlaceFinderSample,http://arcweb.esri.com/services/v2/PlaceFinderSample.wsdl,388.25,72
806,CRM1705,6776,4,4,4,2,86,67,7.9,73,60,93,61,CasUsers,http://casjobs.sdss.org/CasJobs/CasUsers.asmx?wsdl,142.56,80
807,CRM1704,6775,2,0,0,1,5,100,12.3,73,92,2,97,LeftCollocationFinderService,http://wortschatz.uni-leipzig.de/axis/services/LeftCollocationFinder?wsdl,162.5,80
808,CRM1703,6774,2,0,3,0,39.6,100,1,67,100,6,100,vrnaevalService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnaeval.derived?wsdl,315,82
809,CRM1702,6773,1,2,2,2,5.4,100,1.1,73,91,38,97,newseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/newseq.wsdl,261.6,84
810,CRM1701,6772,0,2,3,1,26,89,25.3,60,99,11,100,XMLPortalService,http://www.lexel.com/EnvGXLogin/html/XMLPortal.html,158,69
811,CRM1700,6771,3,0,4,1,59.2,100,0.9,67,97,1,99,cutseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.cutseq.derived?wsdl,259.6,82
812,CRM1699,6770,4,2,1,3,4.5,89,11.8,83,71,39,72,RefSeq,http://xml.nig.ac.jp/wsdl/RefSeq.wsdl,332.5,91
813,CRM1698,6769,1,3,1,0,1.69,67,7.9,73,59,56,60,ServicioVisualizacion,http://www.geoservicios.com/V2.0/sv/sv.asmx?wsdl,160.64,80
814,CRM1697,6768,3,0,3,2,28,78,3.7,73,91,95,97,K4THotelSellWS,http://ws.keyfortravel.com/webservices/K4THotelSell.asmx?wsdl,284,80
815,CRM1696,6767,1,0,1,0,292,100,15,58,83,8,84,TrWSEm,http://www.hacienda.go.cr/ticatest/consultas/atrwsem.aspx?wsdl,631,80
816,CRM1695,6766,0,4,4,0,100.74,89,2.2,53,85,9,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_profiles.prophet?wsdl,299.83,66
817,CRM1694,6765,4,1,1,1,11,78,6.8,73,89,6,96,GoogleSearchService,http://www-personal.umich.edu/~mlapp/595/GoogleSearch.wsdl,142,84
818,CRM1693,6764,0,4,2,1,236.93,78,2.6,78,26,7,26,SubscriptionService,http://rep.oio.dk/OIO%20services/SubscriptionService.wsdl,429.81,89
819,CRM1692,6763,2,0,1,4,22.63,78,15.5,67,97,5,98,ConferenceService,http://www.dsmsystem.com/conference/conference?WSDL,99.66,82
820,CRM1691,6762,1,0,4,2,48.67,100,1.8,60,100,9,100,UKAddressVerification,http://ws.strikeiron.com/UKAddressVerification?WSDL,143.67,74
821,CRM1690,6761,3,2,1,1,61.34,100,3.5,60,96,82,99,Hill,http://ws.strikeiron.com/Quisque/Hill?WSDL,176.67,79
822,CRM1689,6760,4,1,4,3,1.5,89,3.8,73,94,5,98,Servicio_saneamiento,http://eriste.aragob.es/webServiceSaneamiento/Saneamiento.asmx?WSDL,189.5,62
823,CRM1688,6759,0,2,3,3,6.4,100,1.6,73,85,32,95,noreturnService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/noreturn.wsdl,277.2,84
824,CRM1687,6758,4,2,3,1,60.64,78,9.5,73,94,8,94,SkyNodeWS,http://skyservice.pha.jhu.edu/SkyNode/TWOMASS/SkyNodeWS.asmx?WSDL,195,62
825,CRM1686,6757,1,4,2,3,3.5,89,9,73,78,91,78,Conversor,http://www.elguille.info/Net/WebServices/CelsiusFahrenheit.asmx?wsdl,156.75,84
826,CRM1685,6756,3,0,3,4,3.5,100,12.4,73,86,4,95,CooccurrencesService,http://wortschatz.uni-leipzig.de/axis/services/Cooccurrences?wsdl,175.5,80
827,CRM1684,6755,0,0,0,3,18,89,15,73,83,57,84,NetToolsService,http://www.flash-db.com/services/ws/flashNetTools.wsdl,176,84
828,CRM1683,6754,0,1,3,1,10.29,100,7.3,67,95,60,95,MapImage,http://arcwebstg.esri.com/services/v2006/MapImage.wsdl,415.93,77
829,CRM1682,6753,3,3,3,2,69.7,89,3.7,53,85,2,86,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_translation.backtranambig?wsdl,282,66
830,CRM1681,6752,2,2,4,3,0.5,100,6.3,73,93,3,98,Curs,http://www.infovalutar.ro/curs.asmx?WSDL,184,84
831,CRM1680,6751,0,3,1,0,6.8,100,1.2,73,94,42,98,seqmatchallService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/seqmatchall.wsdl,219,84
832,CRM1679,6750,1,4,3,0,2.9,89,3,73,68,40,68,gcat,http://dp2003.com/dp2libraryws/gcat.asmx?wsdl,333.5,84
833,CRM1678,6749,4,3,3,2,101.19,78,5.2,60,61,86,61,Order,http://xgatetest.thevisp.co.uk/Webservice/Services/Order.asmx?wsdl,284.95,69
834,CRM1677,6748,2,1,1,3,6.8,78,4.3,58,51,93,51,executor,http://grid.tsl.uu.se/software/super-exec/xml/executor.wsdl,162.8,75
835,CRM1676,6747,1,0,2,0,9,100,9.2,67,97,61,99,TerraService,http://terraserver-usa.com/TerraService2.asmx?WSDL,304.44,77
836,CRM1675,6746,0,2,3,2,30.33,78,0.7,73,76,39,76,GeoBrokr,http://www.zipmgr.com/GeoBrokr.asmx?wsdl,198.83,80
837,CRM1674,6745,1,3,2,1,2.18,89,4.6,67,63,37,63,CH_CB,http://www.multispeak.org/interface/30j/14_CH_CB.asmx?wsdl,43.12,72
838,CRM1673,6744,4,4,4,1,60.5,100,5,60,94,1,98,USGeocoding,http://ws.strikeiron.com/USGeocoding?WSDL,193,79
839,CRM1672,6743,2,2,4,4,48,100,1.8,60,95,10,98,ElectronicDataAssistance,http://ws.strikeiron.com/RealEDA/RealEDA?WSDL,132.5,74
840,CRM1671,6742,1,3,1,4,52.29,100,0.8,60,93,4,98,SMSTextMessaging,http://ws.strikeiron.com/globalsmspro2_5?WSDL,156.29,74
841,CRM1670,6741,3,4,4,0,7.63,89,5,60,9,32,9,soap4buildwsdl,http://www.4build.com/4build_rn/psoap/soap4buildwsdl.php?wsdl,407,69
842,CRM1669,6740,3,2,3,1,11,89,8.9,73,83,7,84,showmyip,http://www.showmyip.com/soap/server.php?wsdl,145,75
843,CRM1668,6739,4,2,2,3,113,67,5.6,73,86,34,86,PostcodeService,http://ssw.com.au/PostcodeWebService/PostcodeService.asmx?wsdl,154,84
844,CRM1667,6738,4,3,1,2,69.26,89,3.5,53,85,8,85,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/services/nucleic_gene_finding.wobble?wsdl,274.78,66
845,CRM1666,6737,3,2,0,2,6,78,1.1,67,59,33,60,HBObauprodukte,http://www.heinzebauoffice.de/bauprodukte/soap.server.php?wsdl,211.75,72
846,CRM1665,6736,4,3,0,1,50,89,2.3,80,66,1,67,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=6,373.08,83
847,CRM1664,6735,4,4,3,3,41.37,78,1.6,73,88,6,88,WSWUBlastService,http://www.embl-ebi.ac.uk/Tools/webservices/wsdl/WSWUBlast.wsdl,1377.55,84
848,CRM1663,6734,1,0,2,2,2.33,100,9.6,80,63,4,63,ExchangeRateService,http://www-128.ibm.com/developerworks/webservices/library/ws-jsrart/Sample.wsdl,122,87
849,CRM1662,6733,4,2,4,2,42.2,100,2.4,58,91,9,97,findkmService,http://www.ebi.ac.uk/soaplab/emboss4/services/enzyme_kinetics.findkm.derived?wsdl,280.8,75
850,CRM1661,6732,3,2,2,4,0.5,89,11,83,56,92,56,MultipleAlignment,http://projects.mi.fu-berlin.de/hobit/MultipleAlignment.wsdl,150,91
851,CRM1660,6731,2,4,2,4,1.84,100,2.3,73,47,5,48,HomeWorkService,http://www.travelwithjan.com/thaisky/rsu/cit695/homework.asmx?wsdl,2175.17,84
852,CRM1659,6730,2,2,0,3,4,89,6,73,63,58,64,GeoCode_Service,http://geocoder.us/dist/eg/clients/GeoCoder.wsdl,1030.67,75
853,CRM1658,6729,2,1,3,2,1,89,26.9,83,83,12,84,ServicioSuma,http://petra.euitio.uniovi.es/~labra/ws/suma.php?wsdl,305,91
854,CRM1657,6728,4,0,1,4,2.5,78,7.7,73,59,89,60,ExchangeRates,http://www.gama-system.com/webservices/exchangerates.asmx?wsdl,237.36,84
855,CRM1656,6727,4,3,4,0,61,100,11.3,60,90,1,97,DNS,http://ws.strikeiron.com/relauto/iplookup?WSDL,157,74
856,CRM1655,6726,0,4,1,1,14.5,100,24.5,60,99,33,100,Search,http://ws.strikeiron.com/idEXEC/idexec1_0?WSDL,116,69
857,CRM1654,6725,2,3,3,1,10.77,89,4.2,33,21,8,22,PassportService,http://passport.sme.gov.cn/services/Passport?wsdl,435.33,59
858,CRM1653,6724,4,2,4,4,2,78,21.1,73,71,2,72,XarayaSoap,http://rural.edu.ro/ws.php?wsdl,38,84
859,CRM1652,6723,3,4,1,2,931.07,78,3.1,60,32,5,33,interopLabEchoHeader,http://soapclient.com/interop/interopC.wsdl,1034.43,79
860,CRM1651,6722,2,3,3,3,7,78,11.1,73,91,3,97,GoogleSearchService,http://www-inf.int-evry.fr/cours/WebServices/TP_WS/Axis/TP_Google/GoogleSearch.wsdl,118.33,84
861,CRM1650,6721,2,4,1,4,0.33,78,3.7,73,73,12,74,OSSIWS,http://fun.xocomp.net/OSSI/OSSIWS/Default.asmx?wsdl,303.33,84
862,CRM1649,6720,4,1,2,1,18,89,9.5,58,93,10,98,EAnalyzer,http://tvazteca.viajez.com/WServicesDev/EAnalyzer?WSDL,216,69
863,CRM1648,6719,1,2,1,0,27.6,78,1.9,58,86,3,95,siggenService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_3d_structure.siggen.derived?wsdl,341.4,75
